OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,X,Y,GEOCODESTATUS,SHAPE,PERMITID
129,04092012818,RUDINO'S PIZZA   GRINDERS,8800 HARVEST OAKS DR,STE 102,RALEIGH,NC,27615-2075,(919) 848-8899,1998/10/21 00:00:00+00,1 - Restaurant,-78.65760254,35.90264065,M,,Not Provided
130,04092012824,WANG'S KITCHEN,1601-41 CROSS LINK RD ,,RALEIGH,NC,27610-4186,(919) 832-0706,1998/10/21 00:00:00+00,1 - Restaurant,-78.6148089,35.7548246,M,,Not Provided
131,04092012835,MCDONALD'S #17721,900 US 64 HWY W ,,APEX,NC,27523,(919) 380-0906,1998/11/16 00:00:00+00,1 - Restaurant,-78.82150684,35.7445101,M,,Not Provided
132,04092012848,TACO BELL #020165,2101 WALNUT ST,,CARY,NC,27511-9207,(919) 852-0680,1998/12/15 00:00:00+00,1 - Restaurant,-78.74089719,35.75662477,M,,Not Provided
133,04092012858,WANG'S KITCHEN,3416 POOLE RD ,,RALEIGH,NC,27610-2918,(919) 250-0902,1999/01/19 00:00:00+00,1 - Restaurant,-78.57953607,35.76724392,M,,Not Provided
134,04092012855,BUFFALOE LANES - CARY,151 HIGH HOUSE RD ,,CARY,NC,27511-6715,(919) 468-8684,1998/12/31 00:00:00+00,1 - Restaurant,-78.79635109,35.78232843,M,,Not Provided
135,04092012875,RUCKUS PIZZA,2233 AVENT FERRY RD ,,RALEIGH,NC,27606-2138,(919) 835-2002,1999/02/18 00:00:00+00,1 - Restaurant,-78.67605304,35.77835842,M,,Not Provided
136,04092012890,HIGH PARK BAR AND GRILL,625 E WHITAKER MILL RD,,RALEIGH,NC,27608-2635,(919) 833-4527,1999/03/17 00:00:00+00,1 - Restaurant,-78.6305369,35.8074925,M,,Not Provided
137,04092012901,LINKS GRILLE AT LOCHMERE,2511 KILDAIRE FARM RD,,CARY,NC,27511-9611,(919) 851-0611,1999/03/29 00:00:00+00,1 - Restaurant,-78.76802053,35.72297344,M,,Not Provided
138,04092012900,LOS TRES VAQUEROS,7909-109 FALLS OF NEUSE RD ,,RALEIGH,NC,27615-3348,(919) 846-6666,1999/03/26 00:00:00+00,1 - Restaurant,-78.62599455,35.89329706,M,,Not Provided
139,04092012937,PF CHANGS RESTAURANT,4325 GLENWOOD AVE ,SUITE 2089,RALEIGH,NC,27612,(919) 787-7754,1999/06/08 00:00:00+00,1 - Restaurant,-78.68184647,35.84183507,M,,Not Provided
140,04092012930,PTA OF WAKE FOREST,12277 CAPITAL BLVD ,,WAKE FOREST,NC,27587-6200,(919) 554-1400,1999/05/17 00:00:00+00,1 - Restaurant,-78.54097708,35.98087662,M,,Not Provided
141,04092012990,GREAT WOK,2823 WENDELL BLVD ,,WENDELL,NC,27591-6904,(919) 365-6988,1999/07/29 00:00:00+00,1 - Restaurant,-78.38037272,35.79568491,M,,Not Provided
142,04092012954,VIC'S ITALIAN CAFE,331 BLAKE ST ,,RALEIGH,NC,27601-1801,(919) 829-7090,1999/06/30 00:00:00+00,1 - Restaurant,-78.63562889,35.77592959,M,,Not Provided
143,04092013006,BOJANGLES,2620 ATLANTIC AVE,,RALEIGH,NC,27604-1502,(919) 546-9701,1999/09/08 00:00:00+00,1 - Restaurant,-78.61499807,35.81837341,M,,Not Provided
144,04092012996,GLENAIRE DINING SERVICES,4000 GLENAIRE CIRCLE ,,CARY,NC,27511-3802,(919) 460-8095,1999/08/19 00:00:00+00,1 - Restaurant,-78.78516043,35.77627942,M,,Not Provided
145,04092013020,LA FARM BAKERY,4248 NW CARY PKY ,,CARY,NC,27513-8478,(919) 657-0657,1999/10/13 00:00:00+00,1 - Restaurant,-78.82751593,35.79057967,M,,Not Provided
146,04092013023,RESIDENCE INN-CRABTREE FOODSERVICE,2200 SUMMIT PARK LN ,,RALEIGH,NC,27612-4653,(919) 279-3000,1999/10/13 00:00:00+00,1 - Restaurant,-78.6756247,35.834583,M,,Not Provided
147,04092013024,SUSHI BLUES CAFE,301 GLENWOOD AVE ,SUITE 110,RALEIGH,NC,27603-1452,(919) 664-8061,1999/11/02 00:00:00+00,1 - Restaurant,-78.64802898,35.78456842,M,,Not Provided
148,04092013025,POINTS WEST CAFE AT WAKE MED CARY,1900 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 350-2736,1999/11/04 00:00:00+00,1 - Restaurant,-78.78171676,35.74074768,M,,Not Provided
149,04092013028,LENOVO CENTER MAIN KITCHEN,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300,1999/10/28 00:00:00+00,1 - Restaurant,-78.72293853,35.80324451,M,,Not Provided
150,04092013029,LENOVO CENTER CLUB KITCHEN,1400 EDWARDS MILL RD,,RALEIGH,NC,27607-3624,(919) 861-2300,1999/10/28 00:00:00+00,1 - Restaurant,-78.72293853,35.80324451,M,,Not Provided
151,04092013047,WAKE FOREST BP RESTAURANT,103 N WHITE ST,,WAKE FOREST,NC,27587-2645,(919) 554-2294,1999/11/17 00:00:00+00,1 - Restaurant,-78.509346,35.97984104,M,,Not Provided
152,04092013049,LENOVO CENTER 112,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300,1999/10/28 00:00:00+00,1 - Restaurant,-78.72293853,35.80324451,M,,Not Provided
153,04092013053,LENOVO CENTER 114,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300,1999/10/28 00:00:00+00,1 - Restaurant,-78.72293853,35.80324451,M,,Not Provided
154,04092013054,LENOVO CENTER 103-105,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300,1999/10/28 00:00:00+00,1 - Restaurant,-78.72293853,35.80324451,M,,Not Provided
155,04092013056,LENOVO CENTER 130,1400 EDWARDS MILL RD,,RALEIGH,NC,27607-3624,(919) 861-2300,1999/10/28 00:00:00+00,1 - Restaurant,-78.72293853,35.80324451,M,,Not Provided
156,04092013057,LENOVO CENTER 301 ALPACA,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300,1999/10/28 00:00:00+00,1 - Restaurant,-78.72293853,35.80324451,M,,Not Provided
157,04092013059,LENOVO CENTER 310,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300,1999/10/28 00:00:00+00,1 - Restaurant,-78.72293853,35.80324451,M,,Not Provided
158,04092013060,LENOVO CENTER 329,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300,1999/10/29 00:00:00+00,1 - Restaurant,-78.72293853,35.80324451,M,,Not Provided
159,04092013062,LENOVO CENTER 118-120,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300,1999/12/07 00:00:00+00,1 - Restaurant,-78.72293853,35.80324451,M,,Not Provided
160,04092013070,JERSEY MIKES RESTAURANT,4542 CAPITAL BLVD ,,RALEIGH,NC,27604-4353,(919) 790-7827,1999/11/17 00:00:00+00,1 - Restaurant,-78.57896431,35.84571465,M,,Not Provided
161,04092013079,KADHAI-THE INDIAN WOK,6260 GLENWOOD AVE ,STE 12,RALEIGH,NC,27612-2650,(919) 785-9730,1999/12/02 00:00:00+00,1 - Restaurant,-78.70313537,35.85876533,M,,Not Provided
162,04092013091,BURGER KING #12979,3101 INTEGRITY DR ,,GARNER,NC,27529-8599,(919) 661-7718,2000/01/21 00:00:00+00,1 - Restaurant,-78.58226016,35.72489085,M,,Not Provided
163,04092013101,CAPITAL CITY CHOP HOUSE,151 AIRGATE DR,,MORRISVILLE,NC,27560-8495,(919) 484-7721,2000/02/02 00:00:00+00,1 - Restaurant,-78.81478791,35.8634455,M,,Not Provided
164,04092013111,THE FLYING SAUCER RESTAURANT,328 W MORGAN ST ,,RALEIGH,NC,27601-1369,(919) 821-7401,2000/02/25 00:00:00+00,1 - Restaurant,-78.64477322,35.78005933,M,,Not Provided
165,04092013122,MCDONALD'S #14342,3026 CAPITAL BLVD ,,RALEIGH,NC,27604-3334,(919) 878-0701,2000/03/11 00:00:00+00,1 - Restaurant,-78.591122,35.82042374,M,,Not Provided
166,04092013128,EL RODEO RESTAURANT,329 S BLOUNT ST,,RALEIGH,NC,27601-1803,(919) 829-0777,2000/03/22 00:00:00+00,1 - Restaurant,-78.63625114,35.77567633,M,,Not Provided
167,04092013127,ARENA CAFE- CISCO BLDG 7,7100 KIT CREEK RD ,,MORRISVILLE,NC,27560,(302) 593-0075,2000/04/01 00:00:00+00,1 - Restaurant,-78.87552982,35.85784809,M,,Not Provided
168,04092013163,DIVOTS GRILL,180 JAKE MAY DR,,WENDELL,NC,27591-9589,(919) 365-7337,2000/06/09 00:00:00+00,1 - Restaurant,-78.38670679,35.77109583,M,,Not Provided
169,04092013187,EL DORADO RESTAURANT,1303 5TH AVE,,GARNER,NC,27529-3637,(919) 779-1411,2000/08/09 00:00:00+00,1 - Restaurant,-78.62278391,35.70821235,M,,Not Provided
170,04092013193,BELLA MONICA,3121-103 EDWARDS MILL RD ,,RALEIGH,NC,27612-5369,(919) 881-9778,2000/08/02 00:00:00+00,1 - Restaurant,-78.70695545,35.82544758,M,,Not Provided
171,04092013208,STARBUCKS COFFEE #08373,609 PEACE ST ,,RALEIGH,NC,27605,(919) 754-9007,2000/09/26 00:00:00+00,1 - Restaurant,-78.64795656,35.78835767,M,,Not Provided
172,04092013210,SALSA FRESH RESTAURANT,9650 STRICKLAND RD ,,RALEIGH,NC,27615-1902,(919) 870-1107,2000/09/25 00:00:00+00,1 - Restaurant,-78.65677038,35.90420522,M,,Not Provided
173,04092013229,SUSHI THAI RESTAURANT,2434 WYCLIFF RD,,RALEIGH,NC,27607-2903,(919) 789-8180,2000/11/09 00:00:00+00,1 - Restaurant,-78.69299571,35.81676957,M,,Not Provided
174,04092013232,NAKATO EXPRESS,1262 NW MAYNARD RD ,,CARY,NC,27513,(919) 463-7677,2000/11/08 00:00:00+00,1 - Restaurant,-78.80932559,35.78486593,M,,Not Provided
175,04092013238,LOS TRES MAGUEYES # 4,12400 WAKE UNION CHURCH RD ,SUITE 101,WAKE FOREST,NC,27587-4509,(919) 554-2554,2000/11/21 00:00:00+00,1 - Restaurant,-78.53897033,35.98314387,M,,Not Provided
176,04092013256,MACK'S MART,7526 KNIGHTDALE BLVD E,,KNIGHTDALE,NC,27545,(919) 266-1509,2000/12/19 00:00:00+00,1 - Restaurant,-78.47551952,35.79852808,M,,Not Provided
177,04092013271,HAYES BARTON CAFE   DESSERTERY,2000 FAIRVIEW RD ,,RALEIGH,NC,27608-2316,(919) 856-8551,2001/01/24 00:00:00+00,1 - Restaurant,-78.64632273,35.80453192,M,,Not Provided
178,04092013281,TASTE OF CHINA,1321 5TH AVE ,,GARNER,NC,27529-3637,(919) 779-7727,2001/02/19 00:00:00+00,1 - Restaurant,-78.62278391,35.70821235,M,,Not Provided
179,04092013236,THE REALE,2805 HIGHWOODS BLV ,,RALEIGH,NC,27604-1002,(919) 872-3500,2000/11/27 00:00:00+00,1 - Restaurant,-78.60147607,35.81782408,M,,Not Provided
180,04092013291,BISCUITVILLE # 169,605 STELLATA DR ,,FUQUAY-VARINA,NC,27526-1946,(919) 577-6380,2001/03/01 00:00:00+00,1 - Restaurant,-78.78197903,35.5913653,M,,Not Provided
181,04092013297,WILLOW CREEK EXXON,1133 OLD HONEYCUTT RD ,,FUQUAY-VARINA,NC,27526-8923,(919) 577-6361,2001/03/08 00:00:00+00,1 - Restaurant,-78.75761886,35.58333855,M,,Not Provided
182,04092013309,BOJANGLES #27,3920 JONES SAUSAGE RD ,,GARNER,NC,27529,(919) 662-1621,2001/04/23 00:00:00+00,1 - Restaurant,-78.58008566,35.72686093,M,,Not Provided
183,04092013321,LEGISLATIVE OFFICE BLDG. SNACK BAR,300 N SALISBURY ST ,,RALEIGH,NC,27603-5925,(919) 715-6409,2001/11/02 00:00:00+00,1 - Restaurant,-78.63882022,35.78561401,M,,Not Provided
184,04092013325,HARRIS TEETER #90 DELI,13210 STRICKLAND RD ,,RALEIGH,NC,27613-7536,(919) 676-0589,2001/07/02 00:00:00+00,1 - Restaurant,-78.72593678,35.90878748,M,,Not Provided
185,04092013346,BROOKDALE OF NORTH RALEIGH FOOD SERVICE,1200 CARLOS DR ,,RALEIGH,NC,27609,(919) 334-2222,2001/07/05 00:00:00+00,1 - Restaurant,-78.61848048,35.86397574,M,,Not Provided
186,04092013354,ABBOTSWOOD ASSISTED LIVING DINING SERVICES,7900 CREEDMOOR RD,,RALEIGH,NC,27613-4382,(919) 847-3202,2001/07/06 00:00:00+00,1 - Restaurant,-78.67948637,35.89545689,M,,Not Provided
187,04092013357,SPRINGMOOR DIETARY DEPT.,1500 SAWMILL RD,,RALEIGH,NC,27615-4320,(919) 848-7092,2001/07/06 00:00:00+00,1 - Restaurant,-78.67552154,35.8839559,M,,Not Provided
188,04092013386,INDEPENDENCE VILLAGE OF OLDE RALEIGH,3113 CHARLES B ROOT WYND ,,RALEIGH,NC,27612-5379,(919) 781-8226,2001/07/31 00:00:00+00,1 - Restaurant,-78.70965428,35.82648166,M,,Not Provided
189,04092013412,STAYBRIDGE SUITES SUNDOWNER ROOM,1012 AIRPORT BLVD,,MORRISVILLE,NC,27560-9195,(919) 468-0180,2001/09/28 00:00:00+00,1 - Restaurant,-78.81827567,35.85781916,M,,Not Provided
190,04092013400,WOODLAND TERRACE INDEPENDENT LIVING FOODSERVICES,300 KILDAIRE WOODS DR ,,CARY,NC,27511-7708,(919) 465-0356,2001/09/05 00:00:00+00,1 - Restaurant,-78.77900843,35.76613693,M,,Not Provided
191,04092013418,TAZA GRILL,6325 - 19 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 872-7161,2001/10/05 00:00:00+00,1 - Restaurant,-78.62251588,35.86923291,M,,Not Provided
192,04092013423,JOHN DEERE CAFE,2000 EVANS RD,,CARY,NC,27513-2008,(919) 804-2509,2001/10/03 00:00:00+00,1 - Restaurant,-78.80087076,35.82273725,M,,Not Provided
193,04092013446,LENOVO CENTER - THE DECK,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300,2001/11/02 00:00:00+00,1 - Restaurant,-78.72293853,35.80324451,M,,Not Provided
194,04092013442,STARBUCKS #8459,4421 SIX FORKS RD,STE 116,RALEIGH,NC,27609-5761,(919) 571-0713,2001/10/24 00:00:00+00,1 - Restaurant,-78.64349731,35.8401699,M,,Not Provided
195,04092013454,TORERO'S RESTAURANT,4721 ATLANTIC AVE,# 101,RALEIGH,NC,27604,(919) 873-9116,2001/11/20 00:00:00+00,1 - Restaurant,-78.60292756,35.84801798,M,,Not Provided
196,04092013453,GOJI BISTRO,100 MAYNARD CROSSING CT,,CARY,NC,27513,(919) 466-8888,2001/12/03 00:00:00+00,1 - Restaurant,-78.81059501,35.78672834,M,,Not Provided
197,04092013458,MCDONALD'S,10100 LEESVILLE RD ,,RALEIGH,NC,27613-7541,(919) 841-9282,2001/11/21 00:00:00+00,1 - Restaurant,-78.72754361,35.90928257,M,,Not Provided
198,04092013461,PINE HOLLOW GOLF CLUB FOOD SERVICE,3300 GARNER RD ,,CLAYTON,NC,27520-9306,(919) 553-4554,2001/11/30 00:00:00+00,1 - Restaurant,-78.50771752,35.67976452,M,,Not Provided
199,04092013465,NO FO AT THE PIG,2014 FAIRVIEW RD ,,RALEIGH,NC,27608-2316,(919) 821-1240,2001/12/11 00:00:00+00,1 - Restaurant,-78.64689671,35.80508875,M,,Not Provided
200,04092013475,BOJANGLES # 29,12109 CLOVERLEAF DR,,WAKE FOREST,NC,27587-6516,(919) 554-2243,2001/12/14 00:00:00+00,1 - Restaurant,-78.54093275,35.97689004,M,,Not Provided
201,04092013462,PAOLO'S,101 - 500 KEYBRIDGE ST,,MORRISVILLE,NC,27560,(919) 678-9030,2001/11/26 00:00:00+00,1 - Restaurant,-78.8227355,35.82037975,M,,Not Provided
202,04092013479,SUBWAY,160 WAKELON ST ,,ZEBULON,NC,27597,(919) 269-9293,2001/12/04 00:00:00+00,1 - Restaurant,-78.31858232,35.83228581,M,,Not Provided
203,04092013481,MCDONALD'S #26522,5016-101 SPRING FOREST RD,,RALEIGH,NC,27616,(919) 954-8880,2001/12/20 00:00:00+00,1 - Restaurant,-78.55660033,35.85547149,M,,Not Provided
204,04092013482,THE PIPER'S TAVERN,8304 FALLS OF NEUSE RD ,,RALEIGH,NC,27615-3416,(919) 676-7413,2002/01/02 00:00:00+00,1 - Restaurant,-78.61981672,35.89456664,M,,Not Provided
205,04092013487,STARBUCKS,3023-101 CAPITAL ,,RALEIGH,NC,27604,(919) 875-8760,2002/01/11 00:00:00+00,1 - Restaurant,-78.59178165,35.82154066,M,,Not Provided
206,04092013499,MELLOW MUSHROOM,601 W PEACE ST ,,RALEIGH,NC,27605-1519,(919) 832-3499,2002/01/28 00:00:00+00,1 - Restaurant,-78.64756772,35.78826809,M,,Not Provided
207,04092013500,LUCKY 32,7307 TRYON RD ,,CARY,NC,27511-6603,(919) 233-1632,2002/01/24 00:00:00+00,1 - Restaurant,-78.78538501,35.73640194,M,,Not Provided
208,04092013502,LOWES FOODS #184 (DELI),5400 APEX PEAKWAY ,,APEX,NC,27502,(919) 363-5376,2002/01/08 00:00:00+00,1 - Restaurant,-78.86537408,35.73684286,M,,Not Provided
209,04092013504,SERENDIPITY GOURMET DELI,118 S ACADEMY ST,,CARY,NC,27511-3302,(919) 469-1655,2002/01/24 00:00:00+00,1 - Restaurant,-78.78150925,35.78674709,M,,Not Provided
210,04092013505,SUBWAY,2444 SW CARY PKY ,,CARY,NC,27513,(919) 467-3898,2002/01/25 00:00:00+00,1 - Restaurant,-78.82085568,35.76364284,M,,Not Provided
211,04092013513,MITCHELLS CATERING,1732 CAPITAL BLVD ,,RALEIGH,NC,27604-1362,(919) 847-0135,2002/01/24 00:00:00+00,1 - Restaurant,-78.61947006,35.80200175,M,,Not Provided
212,04092013519,LOS TRES MAGUEYES,411-J S MAIN ST ,,ROLESVILLE,NC,27571,(919) 562-1669,2002/02/02 00:00:00+00,1 - Restaurant,-78.4663386,35.91623805,M,,Not Provided
213,04092013541,CHINA ONE,661 CARY TOWNE BLVD,,CARY,NC,27511-4219,(919) 461-0088,2002/02/28 00:00:00+00,1 - Restaurant,-78.76675868,35.77660368,M,,Not Provided
214,04092013542,CHICK-FIL-A,11730 RETAIL DR,,WAKE FOREST,NC,27587-7349,(919) 562-9004,2002/03/15 00:00:00+00,1 - Restaurant,-78.5427515,35.96706288,M,,Not Provided
215,04092013546,MOJOE'S BURGER JOINT,620 GLENWOOD AVE,,RALEIGH,NC,27603-1224,(919) 832-6799,2002/03/27 00:00:00+00,1 - Restaurant,-78.64692472,35.78849409,M,,Not Provided
216,04092013543,CAROLINA ALE HOUSE,2240 WALNUT ST ,,CARY,NC,27518,(919) 854-9444,2002/03/01 00:00:00+00,1 - Restaurant,-78.74239169,35.75496793,M,,Not Provided
217,04092013574,TACO BELL #1872,6404 GLENWOOD AVE ,,RALEIGH,NC,27612-2620,(919) 787-9805,2002/05/10 00:00:00+00,1 - Restaurant,-78.70522396,35.85868508,M,,Not Provided
218,04092013590,MAXIMILLIAN'S GRILLE AND WINE BAR,8314 CHAPEL HILL RD ,,CARY,NC,27513-4051,(919) 465-2455,2002/04/29 00:00:00+00,1 - Restaurant,-78.77617019,35.79224525,M,,Not Provided
219,04092013597,TOOKIE'S,8105 FALLS OF NEUSE RD,,RALEIGH,NC,27615-3412,(919) 846-6383,2002/06/25 00:00:00+00,1 - Restaurant,-78.62373189,35.89435881,M,,Not Provided
220,04092013600,NEOMONDE BAKERY DELI,10235 CHAPEL HILL RD,#300,MORRISVILLE,NC,27560-6610,(919) 466-8100,2002/06/13 00:00:00+00,1 - Restaurant,-78.82787824,35.83012817,M,,Not Provided
221,04092013615,STATE FARMERS MARKET RESTAURANT,1240 FARMERS MARKET DR ,,RALEIGH,NC,27603,(919) 755-1550,2002/07/09 00:00:00+00,1 - Restaurant,-78.66330788,35.76445317,M,,Not Provided
222,04092013613,BACKYARD BURGERS #1130,13250 STRICKLAND RD ,,RALEIGH,NC,27613,(919) 847-7098,2002/07/10 00:00:00+00,1 - Restaurant,-78.72644486,35.90762548,M,,Not Provided
223,04092013618,SUBWAY #4331,9101 LEESVILLE RD ,,RALEIGH,NC,27613-4091,(919) 847-3559,2002/06/12 00:00:00+00,1 - Restaurant,-78.72548111,35.89676189,M,,Not Provided
224,04092013632,RIVER RIDGE GOLF CLUB,3224 AUBURN-KNIGHTDALE RD RD ,,RALEIGH,NC,27610,(919) 661-8374,2002/07/11 00:00:00+00,1 - Restaurant,-78.52542834,35.72829959,M,,Not Provided
225,04092013637,TACOS MEXICO RESTAURANT,209 E WILLIAMS ST ,,APEX,NC,27502,(919) 362-8074,2002/08/12 00:00:00+00,1 - Restaurant,-78.85166491,35.72667311,M,,Not Provided
226,04092013640,LOWES FOODS #187 DELI,12524 CAPITAL BLVD ,,WAKE FOREST,NC,27587-7487,(919) 562-5020,2002/08/09 00:00:00+00,1 - Restaurant,-78.53270457,35.98593529,M,,Not Provided
227,04092013646,BARNES   NOBLE BOOK SELLERS #2126,5959 TRIANGLE TOWN BLV, STE 2107,RALEIGH,NC,27616,(919) 792-2140,2002/08/13 00:00:00+00,1 - Restaurant,-78.576038,35.86600165,M,,Not Provided
228,04092013650,LOWES FOODS #189 DELI ,3001 WIDEWATERS PKY ,,KNIGHTDALE,NC,27545,(919) 217-9184,2002/08/28 00:00:00+00,1 - Restaurant,-78.5051576,35.79511649,M,,Not Provided
229,04092013664,MAGNOLIA GLEN SENIOR LIVING,5301 CREEDMOOR RD ,,RALEIGH,NC,27612-6305,(919) 841-4747,2002/09/17 00:00:00+00,1 - Restaurant,-78.68244762,35.85410207,M,,Not Provided
230,04092013670,CRACKER BARREL #461,955 AIRPORT BLVD,,MORRISVILLE,NC,27560-9194,(919) 463-9222,2002/10/01 00:00:00+00,1 - Restaurant,-78.82292366,35.85849466,M,,Not Provided
231,04092013705,UDUPI CAFE,590 E CHATHAM ST ,,CARY,NC,27511,(919) 465-0898,2002/10/29 00:00:00+00,1 - Restaurant,-78.7683206,35.79037417,M,,Not Provided
232,04092013719,LA RANCHERITA,4325-3000 GLENWOOD AVE,,RALEIGH,NC,27610,(919) 785-1951,2002/11/18 00:00:00+00,1 - Restaurant,-78.68184647,35.84183507,M,,Not Provided
233,04092013725,MILANO'S PIZZA,7509 PURFOY RD ,,FUQUAY-VARINA,NC,27526,(919) 557-6093,2002/11/25 00:00:00+00,1 - Restaurant,-78.77314612,35.59151022,M,,Not Provided
234,04092013733,LEMONGRASS THAI RESTAURANT,8320-142 LITCHFORD RD ,,RALEIGH,NC,27615,(919) 954-0377,2003/01/06 00:00:00+00,1 - Restaurant,-78.59988047,35.89223606,M,,Not Provided
235,04092013735,VILLAGE DRAFT HOUSE,428 DANIELS ST ,,RALEIGH,NC,27605,(919) 833-1373,2002/12/31 00:00:00+00,1 - Restaurant,-78.6602578,35.78996917,M,,Not Provided
236,04092013746,JERSEY MIKE'S SUBS,200 W PEACE ST ,SUITE 140,RALEIGH,NC,27603,(919) 832-7972,2003/01/14 00:00:00+00,1 - Restaurant,-78.64195105,35.78866476,M,,Not Provided
237,04092013743,SHABA SHABU,3080 WAKE FOREST RD ,,RALEIGH,NC,27609,(919) 501-7755,2002/12/31 00:00:00+00,1 - Restaurant,-78.6203889,35.82333174,M,,Not Provided
238,04092013748,CAFE 3000 AT WAKE MED,3000 NEW BERN AVE,,RALEIGH,NC,27610,(919) 350-8047,2002/12/21 00:00:00+00,1 - Restaurant,-78.58795523,35.78389509,M,,Not Provided
239,04092013750,FUJI CHINA,4001 WIDEWATER PKY ,SUITE E,KNIGHTDALE,NC,27545,(919) 217-8568,2003/01/02 00:00:00+00,1 - Restaurant,-78.5051576,35.79511649,M,,Not Provided
240,04092013752,CHILI'S BAR AND GRILL,3411 SUMNER BLV ,,RALEIGH,NC,27616,(919) 792-2545,2003/01/03 00:00:00+00,1 - Restaurant,-78.576038,35.86600165,M,,Not Provided
241,04092013767,BOJANGLES # 31,10610 DURANT RD ,,RALEIGH,NC,27614,(919) 870-8002,2003/02/18 00:00:00+00,1 - Restaurant,-78.59121831,35.90586963,M,,Not Provided
242,04092013761,HARRIS TEETER #257 DELI,2080 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 233-9483,2003/01/17 00:00:00+00,1 - Restaurant,-78.78068643,35.73567118,M,,Not Provided
243,04092013798,CHILI'S GRILL AND BAR #867,115 CARILLON DR ,,GARNER,NC,27529,(919) 771-1700,2003/04/16 00:00:00+00,1 - Restaurant,-78.58321749,35.69333602,M,,Not Provided
244,04092013811,MOE'S SOUTHWEST GRILL #150,506 DANIELS ST,,RALEIGH,NC,27605,(919) 664-6637,2003/06/16 00:00:00+00,1 - Restaurant,-78.66105896,35.79148992,M,,Not Provided
245,04092013834,SMITHFIELD CHICKEN   BAR-B-QUE,12504 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 488-8388,2003/07/10 00:00:00+00,1 - Restaurant,-78.53382082,35.98666429,M,,Not Provided
246,04092013857,KFC/TACO BELL OF ZEBULON,161 WAKELON DR,,ZEBULON,NC,27597,(919) 404-1701,2003/07/18 00:00:00+00,1 - Restaurant,-78.31472948,35.8334114,M,,Not Provided
247,04092013835,STARBUCKS COFFEE #8545,125 WESTON PKY,,CARY,NC,27513,(919) 677-6104,2003/07/10 00:00:00+00,1 - Restaurant,-78.77115668,35.82699559,M,,Not Provided
248,04092011179,RED DRAGON CHINESE RESTAURANT,2513 FAIRVIEW RD,,RALEIGH,NC,27608,(919) 782-1102,1992/10/08 00:00:00+00,1 - Restaurant,-78.65491974,35.80920957,M,,Not Provided
249,04092011048,NY PIZZA,1831 N HARRISON AVE ,,CARY,NC,27513-2408,(919) 677-8484,1992/05/01 00:00:00+00,1 - Restaurant,-78.76811106,35.8299652,M,,Not Provided
250,04092011428,NC SEAFOOD RESTAURANT,1217 FARMERS MARKET DR ,,RALEIGH,NC,27603,(919) 833-4661,1994/01/31 00:00:00+00,1 - Restaurant,-78.66408894,35.76388303,M,,Not Provided
251,04092013342,LAS PALMAS III,9820 - 170 LEESVILLE RD ,,RALEIGH,NC,27613,(919) 845-4779,2001/06/13 00:00:00+00,1 - Restaurant,-78.72831743,35.90722226,M,,Not Provided
252,04092013151,WHOLE FOODS MARKET DELI-SUSHI-CHEESE,102 B NEW WAVERLY PL ,,CARY,NC,27511,(919) 816-8830,2000/05/09 00:00:00+00,1 - Restaurant,-78.77852676,35.7366694,M,,Not Provided
253,04092013867,CHILI'S GRILL AND BAR #953,8341 BRIER CREEK PKY,,RALEIGH,NC,27617,(919) 405-7100,2003/07/25 00:00:00+00,1 - Restaurant,-78.78491351,35.90773457,M,,Not Provided
254,04092013864,MOE'S SOUTHWEST GRILL,6679 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 846-9274,2003/07/29 00:00:00+00,1 - Restaurant,-78.62444739,35.87396657,M,,Not Provided
255,04092013869,THE CHEESECAKE FACTORY,4325 GLENWOOD AVE ,SUITE 2086,RALEIGH,NC,27612,(919) 781-0050,2003/08/08 00:00:00+00,1 - Restaurant,-78.68184647,35.84183507,M,,Not Provided
256,04092013876,BASS LAKE DRAFT HOUSE,124 BASS LAKE RD ,,HOLLY SPRINGS,NC,27540,(919) 567-3251,2002/08/20 00:00:00+00,1 - Restaurant,-78.82480568,35.65380837,M,,Not Provided
257,04092013878,EL SENOR,2001 WIDEWATER PKY ,,KNIGHTDALE,NC,27545,(919) 261-0808,2003/08/19 00:00:00+00,1 - Restaurant,-78.50276659,35.79575474,M,,Not Provided
